Simulation,NumberOfGenes,DEgenes,Upregulated,TopCounts/DE,Correct/TopCounts,Correct/DE
874,12435,2523,0.593105474,0.280535431,0.975988701,0.273799411
875,11993,3015,0.592032226,0.26998226,0.975429975,0.263348789
876,12200,671,0.645876385,0.241326682,0.962962963,0.232388657
877,12177,1942,0.633677799,0.237817477,0.978354978,0.232669913
878,10604,807,0.580666104,0.235343386,0.963157895,0.22667284
879,11989,3483,0.507017719,0.290257039,0.984174085,0.285663455
880,10158,2621,0.643154541,0.281566376,0.972899729,0.273935851
881,12158,2944,0.473373148,0.286624959,0.990521327,0.283908135
882,8871,798,0.45770351,0.219174047,0.994285714,0.217921624
883,8086,1254,0.58344547,0.263088595,0.990909091,0.26069688
884,9972,687,0.454506743,0.218050508,0.966666667,0.210782157
885,12334,2762,0.60145131,0.289920168,0.982521848,0.284852899
886,11364,1012,0.608827721,0.211352399,0.962616822,0.203451375
887,11228,1494,0.587632029,0.210765439,0.99047619,0.208758149
888,9492,1004,0.633560885,0.209063765,0.980952381,0.205081598
889,11324,2559,0.592903244,0.285622256,0.983584131,0.280933519
890,9340,1748,0.460142007,0.266559054,0.980686695,0.261410918
891,12133,907,0.591655365,0.205990902,0.962566845,0.198280012
892,11053,2922,0.627357566,0.29020115,0.975235849,0.283014565
893,8383,2039,0.519777434,0.281877141,0.970434783,0.273543382
894,9072,1367,0.518338796,0.243548597,0.987987988,0.240623088
895,12302,634,0.593472005,0.168536568,0.962616822,0.162236135
896,9274,1403,0.464880564,0.255790039,0.963788301,0.246527447
897,8884,1298,0.528766546,0.265600547,0.971014493,0.257901981
898,8907,1832,0.626318895,0.269629092,0.989878543,0.266900053
899,9365,1002,0.643994387,0.234485307,0.965957447,0.226502829
900,9778,2332,0.616413462,0.285142182,0.987969925,0.2817119
901,12151,2786,0.516072197,0.258055175,0.987482615,0.254824999
902,11741,722,0.53600329,0.199442878,0.972222222,0.193902798
903,11968,2657,0.583796326,0.272811522,0.991724138,0.270553772
904,10543,2822,0.556414339,0.282352207,0.974905897,0.275266832
905,10680,1706,0.51524176,0.210970021,0.983333333,0.207453854
906,9222,547,0.631691485,0.217510666,0.932773109,0.2028881
907,8453,1831,0.610408957,0.267589282,0.983673469,0.263220477
908,10075,2614,0.51185369,0.275039554,0.988873435,0.271979309
909,10700,666,0.620239191,0.172528263,0.991304348,0.171028017
910,10563,827,0.48465827,0.215149761,0.960674157,0.206688815
911,8811,990,0.597617342,0.21195722,0.980952381,0.20791994
912,9794,2019,0.526815748,0.271314749,0.981751825,0.26636375
913,8909,1893,0.591283315,0.266239284,0.978174603,0.260428506
914,9522,739,0.471641675,0.183879316,0.970588235,0.178471101
915,11818,1870,0.607972851,0.25338612,0.966244726,0.244833002
916,8130,1441,0.596199067,0.285072485,0.97080292,0.276749201
917,11927,2668,0.632696845,0.261617768,0.985673352,0.257869662
918,9711,1271,0.627459027,0.226543221,0.972222222,0.220250354
919,9371,578,0.476685723,0.167785763,0.979381443,0.164326263
920,12171,3303,0.564978464,0.275438241,0.986813187,0.271806088
921,12215,3512,0.505786306,0.290703694,0.987267385,0.287002275
922,10795,752,0.575157993,0.235255319,0.983050847,0.231267941
923,9615,2043,0.62646208,0.263328327,0.983271375,0.258923206
924,8092,1565,0.564739571,0.272792604,0.976580796,0.266404018
925,9569,1357,0.625203801,0.236493361,0.987538941,0.233546403
926,11711,2746,0.645706269,0.269398117,0.97972973,0.263937344
927,12223,994,0.532395157,0.193034489,0.958333333,0.184991385
928,11577,1854,0.561088684,0.25177706,0.970021413,0.24422914
929,12383,3318,0.638814427,0.26760735,0.983108108,0.263086956
930,8483,1150,0.475112574,0.254745882,0.979522184,0.249529243
931,12349,986,0.521033926,0.221083288,0.990825688,0.219055001
932,10206,2780,0.632482397,0.305017369,0.97995283,0.298902634
933,9309,2782,0.530923661,0.288179674,0.97755611,0.281711801
934,9439,1398,0.524720789,0.258834284,0.977900552,0.253114189
935,8721,1527,0.610970434,0.230406578,0.980113636,0.225824629
936,8455,2202,0.642005409,0.273264577,0.976744186,0.266909587
937,12019,2038,0.633836454,0.242313098,0.983805668,0.238388999
938,11670,1731,0.486327413,0.235681003,0.980392157,0.231059806
939,9393,1290,0.539402472,0.249590711,0.97515528,0.2433897
940,12043,2281,0.649767575,0.257280203,0.984667802,0.253335532
941,8009,1861,0.454873908,0.282563838,0.986692015,0.278803483
942,8449,522,0.625018019,0.225680507,0.966101695,0.21803032
943,11088,1595,0.572557888,0.221903378,0.963276836,0.213754384
944,10935,1858,0.522061245,0.251276082,0.985010707,0.247509632
945,11189,1751,0.600839617,0.249513869,0.979405034,0.24437514
946,11543,1744,0.612094532,0.239592414,0.988038278,0.236726476
947,12085,1007,0.463503601,0.221417213,0.964125561,0.213473995
948,10099,882,0.460545296,0.233444017,0.951456311,0.222111783
949,11083,1580,0.63506328,0.244218613,0.966321244,0.235993634
950,9513,2506,0.501342257,0.28086021,0.985795455,0.276870719
951,12357,1728,0.548585638,0.25400863,0.970387244,0.246486734
952,11043,698,0.518993477,0.193320489,0.948148148,0.183296464
953,10773,2761,0.632618317,0.281774038,0.984575835,0.277427909
954,9153,2015,0.451078907,0.258945138,0.980842912,0.253984503
955,11153,686,0.605292024,0.208185055,0.958041958,0.199450017
956,10861,1585,0.466843029,0.220060481,0.982808023,0.216277207
957,9567,2794,0.549155729,0.286685133,0.980024969,0.280958589
958,11758,2718,0.598570091,0.269655076,0.974079127,0.262665381
959,8731,1324,0.578007318,0.273213048,0.972375691,0.265665726
960,12203,3482,0.566319871,0.284838255,0.986895161,0.281105496
961,12248,2461,0.576007956,0.268566475,0.971255673,0.260846712
962,11269,2800,0.623613554,0.281407898,0.991116751,0.278908081
963,10522,615,0.462624941,0.20324089,0.984,0.199989036
964,12361,3353,0.555140068,0.29581252,0.98891129,0.292532341
965,11030,2557,0.636664552,0.291692627,0.981233244,0.286218503
966,11132,820,0.541310881,0.20109851,0.96969697,0.195004615
967,9863,2318,0.609996397,0.293304348,0.982352941,0.288128389
968,12271,3204,0.459239081,0.267762129,0.982517483,0.263080973
969,9774,1160,0.564103494,0.22574131,0.988549618,0.223156485
970,8260,1143,0.473740513,0.242298192,0.971119134,0.23530041
971,10368,658,0.612339932,0.230798835,0.967105263,0.223206768
972,10232,521,0.532648525,0.145798474,0.960526316,0.140043271
973,8352,834,0.530172982,0.218059664,0.978021978,0.213267144
974,11640,1604,0.58156263,0.269928731,0.974595843,0.263071419
975,10673,1553,0.590168948,0.256760307,0.964912281,0.247751174
976,12272,2013,0.507096517,0.234864263,0.970401691,0.227912678
977,9524,837,0.607100231,0.198130074,0.969879518,0.1921623
978,11135,1467,0.633838885,0.265028469,0.976863753,0.258896705
979,8278,1961,0.472125319,0.279837343,0.981785064,0.274740124
980,9609,2045,0.5782546,0.273317166,0.98568873,0.26940565
981,11949,2919,0.480794858,0.270226939,0.98225602,0.265432038
982,11220,848,0.484419161,0.22381689,0.957894737,0.214393021
983,10656,857,0.465881811,0.184170969,0.974683544,0.179508412
984,11832,1080,0.4668313,0.2174087,0.982978723,0.213708126
985,11398,1458,0.58870886,0.232420642,0.97640118,0.226935789
986,10914,1099,0.607853671,0.232817528,0.97265625,0.226451424
987,11067,2790,0.472821556,0.272742956,0.981603154,0.267725346
988,10489,2676,0.584824862,0.28097278,0.990691489,0.278357342
989,11664,804,0.509083994,0.222446756,0.972067039,0.216233159
990,10628,605,0.461392147,0.160278404,0.989690722,0.158626049
991,10903,568,0.529197543,0.196992121,0.955357143,0.18819783
992,11206,1631,0.578135656,0.232874556,0.971052632,0.226133451
993,8352,683,0.51250944,0.231226428,0.955696203,0.22098222
994,11506,2711,0.528768348,0.258852869,0.985754986,0.255165506
995,11119,2618,0.591120319,0.266943108,0.987124464,0.263506072
996,9615,700,0.643367507,0.23421253,0.957317073,0.224215654
997,9507,2312,0.583185099,0.284928894,0.980273141,0.279308142
998,11263,2637,0.554792506,0.272584785,0.983310153,0.268035387
999,11083,2171,0.629469226,0.244555053,0.983050847,0.240410052
1000,8831,826,0.614786563,0.232256499,0.984375,0.228627491
